index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,48576,73443,23748,grid,moore,100,5,15,one-to-one,0.25,48576,2,1,0.99,0.02
0,44252,109630,38552,grid,moore,100,5,15,one-to-one,0.25,44252,1,0,1.0,0.0
0,34692,52165,18218,grid,moore,100,5,15,one-to-one,0.25,34692,1,0,1.0,0.0
0,90045,57570,18244,grid,moore,100,5,15,one-to-one,0.25,90045,4,3,0.97,0.06
0,74771,78962,26136,grid,moore,100,5,15,one-to-one,0.25,74771,1,0,1.0,0.0
0,57449,60725,18971,grid,moore,100,5,15,one-to-one,0.25,57449,4,3,0.97,0.06
0,18320,79136,23058,grid,moore,100,5,15,one-to-one,0.25,18320,3,1,0.96,0.065
0,14551,59187,19662,grid,moore,100,5,15,one-to-one,0.25,14551,2,1,0.99,0.02
0,77389,60771,19288,grid,moore,100,5,15,one-to-one,0.25,77389,1,0,1.0,0.0
0,78477,63303,20271,grid,moore,100,5,15,one-to-one,0.25,78477,2,1,0.99,0.02
0,22648,55557,17196,grid,moore,100,5,15,one-to-one,0.25,22648,1,0,1.0,0.0
0,23827,58142,19789,grid,moore,100,5,15,one-to-one,0.25,23827,1,0,1.0,0.0
0,71047,73339,24952,grid,moore,100,5,15,one-to-one,0.25,71047,2,0,0.97,0.045
0,69352,91500,28073,grid,moore,100,5,15,one-to-one,0.25,69352,3,2,0.98,0.04
0,65654,59338,16444,grid,moore,100,5,15,one-to-one,0.25,65654,5,2,0.9,0.155
0,51112,62124,23096,grid,moore,100,5,15,one-to-one,0.25,51112,1,0,1.0,0.0
0,51941,53798,15949,grid,moore,100,5,15,one-to-one,0.25,51941,1,0,1.0,0.0
0,57309,81193,30389,grid,moore,100,5,15,one-to-one,0.25,57309,1,0,1.0,0.0
0,76328,86701,26166,grid,moore,100,5,15,one-to-one,0.25,76328,1,0,1.0,0.0
0,76974,60667,17567,grid,moore,100,5,15,one-to-one,0.25,76974,1,0,1.0,0.0
