index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,92303,75159,27147,grid,moore,100,5,15,one-to-one,0.125,92303,1,0,1.0,0.0
0,72773,63856,20491,grid,moore,100,5,15,one-to-one,0.125,72773,2,1,0.99,0.02
0,72634,41238,13031,grid,moore,100,5,15,one-to-one,0.125,72634,2,1,0.99,0.02
0,51199,60520,20076,grid,moore,100,5,15,one-to-one,0.125,51199,2,1,0.99,0.02
0,40823,61732,20488,grid,moore,100,5,15,one-to-one,0.125,40823,2,1,0.99,0.02
0,97459,66219,19510,grid,moore,100,5,15,one-to-one,0.125,97459,3,1,0.92,0.1125
0,24013,79303,23140,grid,moore,100,5,15,one-to-one,0.125,24013,2,0,0.98,0.035
0,27812,89252,25148,grid,moore,100,5,15,one-to-one,0.125,27812,4,3,0.97,0.06
0,29398,73773,25171,grid,moore,100,5,15,one-to-one,0.125,29398,1,0,1.0,0.0
0,71876,84420,26369,grid,moore,100,5,15,one-to-one,0.125,71876,2,0,0.98,0.035
0,92686,38335,12526,grid,moore,100,5,15,one-to-one,0.125,92686,1,0,1.0,0.0
0,69995,75879,16901,grid,moore,100,5,15,one-to-one,0.125,69995,4,0,0.9,0.1375
0,61264,63477,18323,grid,moore,100,5,15,one-to-one,0.125,61264,1,0,1.0,0.0
0,98389,137307,38063,grid,moore,100,5,15,one-to-one,0.125,98389,1,0,1.0,0.0
0,49131,70111,23947,grid,moore,100,5,15,one-to-one,0.125,49131,2,1,0.99,0.02
0,73325,98936,33730,grid,moore,100,5,15,one-to-one,0.125,73325,1,0,1.0,0.0
0,70819,57617,20238,grid,moore,100,5,15,one-to-one,0.125,70819,1,0,1.0,0.0
0,60598,86113,30613,grid,moore,100,5,15,one-to-one,0.125,60598,2,1,0.99,0.02
0,84514,53590,19224,grid,moore,100,5,15,one-to-one,0.125,84514,1,0,1.0,0.0
0,25459,73099,25622,grid,moore,100,5,15,one-to-one,0.125,25459,2,0,0.98,0.035
0,31284,92252,26725,grid,moore,100,5,15,one-to-one,0.125,31284,2,1,0.99,0.02
0,33580,73315,21360,grid,moore,100,5,15,one-to-one,0.125,33580,1,0,1.0,0.0
0,96780,69749,20423,grid,moore,100,5,15,one-to-one,0.125,96780,2,1,0.99,0.02
0,31705,76774,24025,grid,moore,100,5,15,one-to-one,0.125,31705,2,1,0.99,0.02
0,80870,62791,19580,grid,moore,100,5,15,one-to-one,0.125,80870,1,0,1.0,0.0
0,65453,71603,23137,grid,moore,100,5,15,one-to-one,0.125,65453,2,1,0.99,0.02
0,82125,81255,21176,grid,moore,100,5,15,one-to-one,0.125,82125,5,3,0.95,0.095
0,28162,114593,32188,grid,moore,100,5,15,one-to-one,0.125,28162,1,0,1.0,0.0
0,58743,86462,25449,grid,moore,100,5,15,one-to-one,0.125,58743,1,0,1.0,0.0
0,49899,62123,19520,grid,moore,100,5,15,one-to-one,0.125,49899,2,1,0.99,0.02
0,33109,63923,20966,grid,moore,100,5,15,one-to-one,0.125,33109,1,0,1.0,0.0
0,63569,108915,31968,grid,moore,100,5,15,one-to-one,0.125,63569,1,0,1.0,0.0
0,29474,78517,25711,grid,moore,100,5,15,one-to-one,0.125,29474,1,0,1.0,0.0
0,66202,83434,21218,grid,moore,100,5,15,one-to-one,0.125,66202,2,0,0.93,0.085
0,21504,110182,36817,grid,moore,100,5,15,one-to-one,0.125,21504,1,0,1.0,0.0
0,10681,67011,19423,grid,moore,100,5,15,one-to-one,0.125,10681,4,2,0.92,0.1125
0,93847,135614,28367,grid,moore,100,5,15,one-to-one,0.125,93847,4,0,0.9,0.145
0,22029,70859,22962,grid,moore,100,5,15,one-to-one,0.125,22029,2,1,0.99,0.02
0,76061,66174,22735,grid,moore,100,5,15,one-to-one,0.125,76061,2,1,0.99,0.02
0,38182,43410,13326,grid,moore,100,5,15,one-to-one,0.125,38182,1,0,1.0,0.0
0,30919,63159,19456,grid,moore,100,5,15,one-to-one,0.125,30919,3,1,0.95,0.08
0,13524,57197,21139,grid,moore,100,5,15,one-to-one,0.125,13524,1,0,1.0,0.0
0,44134,49453,13337,grid,moore,100,5,15,one-to-one,0.125,44134,1,0,1.0,0.0
0,84589,51549,17397,grid,moore,100,5,15,one-to-one,0.125,84589,1,0,1.0,0.0
0,46898,64098,22928,grid,moore,100,5,15,one-to-one,0.125,46898,1,0,1.0,0.0
0,27080,68750,18683,grid,moore,100,5,15,one-to-one,0.125,27080,3,1,0.97,0.055
0,93357,68876,23138,grid,moore,100,5,15,one-to-one,0.125,93357,2,1,0.99,0.02
0,63400,47991,17170,grid,moore,100,5,15,one-to-one,0.125,63400,1,0,1.0,0.0
0,22849,57566,18794,grid,moore,100,5,15,one-to-one,0.125,22849,2,1,0.99,0.02
0,31988,69198,23635,grid,moore,100,5,15,one-to-one,0.125,31988,1,0,1.0,0.0
0,74097,56428,18018,grid,moore,100,5,15,one-to-one,0.125,74097,2,1,0.99,0.02
0,56807,114290,36959,grid,moore,100,5,15,one-to-one,0.125,56807,1,0,1.0,0.0
0,17539,66972,19676,grid,moore,100,5,15,one-to-one,0.125,17539,1,0,1.0,0.0
0,91401,67450,24653,grid,moore,100,5,15,one-to-one,0.125,91401,1,0,1.0,0.0
0,21004,55260,18011,grid,moore,100,5,15,one-to-one,0.125,21004,1,0,1.0,0.0
0,69519,71315,17482,grid,moore,100,5,15,one-to-one,0.125,69519,3,0,0.89,0.12
0,27588,60846,20842,grid,moore,100,5,15,one-to-one,0.125,27588,2,1,0.99,0.02
0,65837,83634,25977,grid,moore,100,5,15,one-to-one,0.125,65837,2,0,0.98,0.035
0,94219,56878,20144,grid,moore,100,5,15,one-to-one,0.125,94219,1,0,1.0,0.0
0,87239,69170,24062,grid,moore,100,5,15,one-to-one,0.125,87239,1,0,1.0,0.0
0,57291,51110,16194,grid,moore,100,5,15,one-to-one,0.125,57291,2,1,0.99,0.02
0,33385,80914,27611,grid,moore,100,5,15,one-to-one,0.125,33385,2,1,0.99,0.02
0,47712,50812,17409,grid,moore,100,5,15,one-to-one,0.125,47712,2,1,0.99,0.02
0,46746,88052,26615,grid,moore,100,5,15,one-to-one,0.125,46746,1,0,1.0,0.0
0,50002,77148,24822,grid,moore,100,5,15,one-to-one,0.125,50002,2,1,0.99,0.02
0,19273,49419,14236,grid,moore,100,5,15,one-to-one,0.125,19273,4,2,0.95,0.08
0,45505,92517,27079,grid,moore,100,5,15,one-to-one,0.125,45505,2,0,0.95,0.075
0,18614,79044,24220,grid,moore,100,5,15,one-to-one,0.125,18614,2,1,0.99,0.02
0,78535,74231,20405,grid,moore,100,5,15,one-to-one,0.125,78535,2,1,0.99,0.02
0,46316,101518,29382,grid,moore,100,5,15,one-to-one,0.125,46316,2,1,0.99,0.02
0,41235,48869,16443,grid,moore,100,5,15,one-to-one,0.125,41235,1,0,1.0,0.0
0,96243,86535,25903,grid,moore,100,5,15,one-to-one,0.125,96243,1,0,1.0,0.0
0,58064,72487,20650,grid,moore,100,5,15,one-to-one,0.125,58064,2,0,0.96,0.06
0,76524,6625,5746,grid,moore,100,5,15,one-to-many,0.125,76524,3,2,0.98,0.04
0,69485,9593,7863,grid,moore,100,5,15,one-to-many,0.125,69485,4,2,0.96,0.075
0,62761,6766,5841,grid,moore,100,5,15,one-to-many,0.125,62761,3,2,0.98,0.04
0,96282,9116,7742,grid,moore,100,5,15,one-to-many,0.125,96282,3,1,0.92,0.105
0,60928,6966,6197,grid,moore,100,5,15,one-to-many,0.125,60928,2,1,0.99,0.02
0,52923,8212,6757,grid,moore,100,5,15,one-to-many,0.125,52923,3,2,0.98,0.04
0,80437,5410,4874,grid,moore,100,5,15,one-to-many,0.125,80437,2,1,0.99,0.02
0,78897,6818,6254,grid,moore,100,5,15,one-to-many,0.125,78897,1,0,1.0,0.0
